date,no1,no2,no3,no4,no5
2014-02-07 06:00:00,-1.734342,0.519590,0.809528,0.941081,0.042316
2014-02-07 07:00:00,0.281015,-1.364395,0.154211,0.111250,-0.564766
2014-02-07 08:00:00,0.617114,0.037360,-0.037140,0.886888,-2.309750
2014-02-07 09:00:00,-1.275277,-0.482646,-2.789606,-0.378578,0.750978
2014-02-07 10:00:00,-0.347944,0.834988,0.535626,1.477672,-0.260305
2014-02-07 11:00:00,-0.126102,-2.334302,1.091227,-0.744625,0.018955
2014-02-07 12:00:00,1.811260,-0.307132,-0.047779,-0.889205,-1.539599
2014-02-07 13:00:00,-0.989999,1.128767,-1.550098,-1.234523,0.283707
2014-02-07 14:00:00,0.848868,0.532059,1.311639,-0.571706,-1.167552
2014-02-07 15:00:00,0.348144,-0.429584,0.663320,0.265702,0.411939
2014-02-07 16:00:00,-0.173671,0.098176,-0.608831,-1.528726,0.386351
2014-02-07 17:00:00,1.373873,-0.051981,-1.593885,0.992693,0.536574
2014-02-07 18:00:00,0.993744,-0.316179,1.108322,0.439841,-0.056034
2014-02-07 19:00:00,1.539667,0.103143,0.170048,-0.051198,-0.163139
2014-02-07 20:00:00,0.930730,-0.612130,0.496117,0.880415,-0.074161
2014-02-07 21:00:00,-0.976447,-1.452061,-0.908315,2.540351,1.313501
2014-02-07 22:00:00,0.546570,-0.067355,-1.064870,-1.352561,-0.058080
2014-02-07 23:00:00,0.744363,0.831158,0.646128,0.518668,0.153257
2014-02-08 00:00:00,0.329980,0.035150,-1.137542,1.439867,0.617373
2014-02-08 01:00:00,-0.747330,0.409268,-0.235915,0.233334,-0.733493
2014-02-08 02:00:00,1.185415,0.568441,-0.423763,1.025096,-0.354075
2014-02-08 03:00:00,-0.607796,0.070586,-0.458028,-1.198358,-0.865546
2014-02-08 04:00:00,-0.323327,-0.715189,-1.303819,0.988442,-0.109933
2014-02-08 05:00:00,1.015335,1.258366,0.451475,0.368526,-0.306993
2014-02-08 06:00:00,0.107588,-0.902617,0.641234,0.197826,0.574087
2014-02-08 07:00:00,-0.152321,0.519082,-0.984364,-0.444047,1.401832
2014-02-08 08:00:00,-0.100178,0.882620,0.047687,0.476049,-0.876430
2014-02-08 09:00:00,-1.147425,-0.436391,0.155668,-2.303220,-1.448419
2014-02-08 10:00:00,0.405314,0.196588,1.316846,-0.736805,1.284798
2014-02-08 11:00:00,-0.274638,-0.257135,1.028164,-0.741821,-0.030741
2014-02-08 12:00:00,-0.867106,-0.283429,0.468608,-0.974878,0.640010
2014-02-08 13:00:00,1.248292,0.984120,-0.691615,0.317287,-1.338511
2014-02-08 14:00:00,-2.626848,-1.324466,0.045574,-0.207445,1.863796
2014-02-08 15:00:00,1.547225,-1.594853,0.531594,1.152934,-0.304745
2014-02-08 16:00:00,-0.851268,-0.510277,-0.191208,0.353219,-0.375067
2014-02-08 17:00:00,-0.621765,1.384448,0.553273,0.448584,0.078655
2014-02-08 18:00:00,0.030158,0.333798,-0.855311,0.087109,-0.622723
2014-02-08 19:00:00,-0.950719,-0.387983,0.957897,-2.736818,-2.326398
2014-02-08 20:00:00,-0.122539,0.528717,0.864822,-0.435711,-1.129843
2014-02-08 21:00:00,-0.781364,-2.097231,1.318355,-1.587171,-0.241028
2014-02-08 22:00:00,0.661818,1.491058,-2.570744,-0.035104,0.287647
2014-02-08 23:00:00,-0.997251,1.285342,-0.596354,1.161189,0.532489
2014-02-09 00:00:00,0.900715,-2.321288,0.544682,-0.862193,-0.343883
2014-02-09 01:00:00,0.353602,-2.720663,-1.856893,-1.130770,0.045135
2014-02-09 02:00:00,0.027579,-1.830873,0.531233,0.397111,-1.127750
2014-02-09 03:00:00,1.876943,-1.486795,-0.399678,0.826860,1.507790
2014-02-09 04:00:00,-1.936864,-2.071715,-0.106548,0.405034,0.336082
2014-02-09 05:00:00,-0.178387,-0.431442,-1.284524,-0.463385,-1.425207
2014-02-09 06:00:00,1.191481,0.233835,0.221814,0.549411,-1.453309
2014-02-09 07:00:00,-0.509916,1.288644,-0.091653,0.915275,-1.034094
2014-02-09 08:00:00,0.370737,0.437339,-2.373092,-0.839705,-0.856949
2014-02-09 09:00:00,-1.268622,1.524847,-0.090929,0.607105,0.800144
2014-02-09 10:00:00,1.116418,-0.350495,0.518949,0.860536,-0.490266
2014-02-09 11:00:00,2.185048,2.474765,1.680155,1.760105,0.769810
2014-02-09 12:00:00,1.356043,-0.888225,-0.307255,0.057101,-1.573654
2014-02-09 13:00:00,2.782950,-0.294717,0.185014,0.217092,0.869669
2014-02-09 14:00:00,-1.612735,0.283144,-0.561150,-0.128333,0.335988
2014-02-09 15:00:00,-0.455053,-0.626161,-0.383327,1.129314,-1.168113
2014-02-09 16:00:00,0.090595,-0.334914,1.300999,-1.365401,-1.269540
2014-02-09 17:00:00,-0.422672,-0.369009,-0.027124,1.719998,2.084505
2014-02-09 18:00:00,1.729426,1.388506,1.303399,-0.160287,0.192531
2014-02-09 19:00:00,0.942566,-0.251250,1.407060,-0.927912,2.056201
2014-02-09 20:00:00,-1.311620,-0.903184,1.661869,-1.464767,0.091275
2014-02-09 21:00:00,-0.461925,-1.136700,-0.178374,0.377115,-1.406514
2014-02-09 22:00:00,-0.215983,0.117904,2.140333,-0.068353,0.756364
2014-02-09 23:00:00,-0.883078,1.198818,1.962845,1.721043,2.102867
2014-02-10 00:00:00,-1.224743,0.660089,0.006551,2.407441,0.469290
2014-02-10 01:00:00,-0.331078,0.040686,-0.549360,-1.132019,0.595707
2014-02-10 02:00:00,0.984462,0.378346,-0.564054,1.547671,0.631274
2014-02-10 03:00:00,-0.145306,-0.797690,-1.708842,-0.762311,-0.301999
2014-02-10 04:00:00,0.847979,-1.682148,0.617217,-0.311124,-0.646178
2014-02-10 05:00:00,-0.913579,1.788930,-0.055459,-0.062950,0.232711
2014-02-10 06:00:00,0.310764,-1.759236,-1.159259,0.125052,0.734747
2014-02-10 07:00:00,-0.187567,0.152629,0.892493,0.033467,-0.101489
2014-02-10 08:00:00,-1.392931,-1.310291,-1.046705,1.169136,-0.012906
2014-02-10 09:00:00,-1.160955,-0.874265,0.351400,-0.396650,0.410345
2014-02-10 10:00:00,-1.741799,-0.528876,0.293024,1.000708,-1.496234
2014-02-10 11:00:00,-1.452948,0.084241,0.059213,-0.987981,-0.238264
2014-02-10 12:00:00,-1.305515,0.426487,-0.458689,1.291543,0.089496
2014-02-10 13:00:00,0.390905,-1.290721,-0.513403,-1.082232,-0.766305
2014-02-10 14:00:00,0.225135,-0.741002,0.599565,0.158499,1.022315
2014-02-10 15:00:00,0.355667,-0.611297,0.280731,-0.605117,0.017636
2014-02-10 16:00:00,0.491317,-0.475297,-0.762479,-1.042329,-0.286244
2014-02-10 17:00:00,-1.784235,1.980995,2.424676,0.212364,1.146895
2014-02-10 18:00:00,0.035582,-1.039909,-2.159031,-0.409305,-0.689813
2014-02-10 19:00:00,0.943252,-0.685882,0.383798,0.989720,0.733034
2014-02-10 20:00:00,0.597150,-1.046602,0.738599,1.738960,-0.677410
2014-02-10 21:00:00,-0.155846,2.524813,0.029850,-0.845236,0.362374
2014-02-10 22:00:00,0.370554,1.803507,0.663500,0.059304,-0.040887
2014-02-10 23:00:00,1.192850,-0.448239,0.351986,-0.768634,0.652384
2014-02-11 00:00:00,-0.469907,-0.414540,0.955607,-1.149079,0.477710
2014-02-11 01:00:00,-0.190166,0.510198,0.032817,-0.896046,0.075463
2014-02-11 02:00:00,-0.579610,-1.732081,-0.444389,0.219425,0.773580
2014-02-11 03:00:00,-0.330472,0.588483,0.889165,-0.428654,-1.246871
2014-02-11 04:00:00,-0.822068,-0.018941,0.493057,-1.439333,-1.908564
2014-02-11 05:00:00,-1.302579,-0.323649,0.151047,0.872414,-1.823564
2014-02-11 06:00:00,0.341017,0.493761,0.283832,-1.040344,0.668729
2014-02-11 07:00:00,-0.048089,-0.026073,-0.533274,-0.864762,-1.197398
2014-02-11 08:00:00,-0.648634,-1.215602,0.406885,0.282442,0.424711
2014-02-11 09:00:00,-0.666845,-0.713056,-0.472647,0.005570,2.482413
2014-02-11 10:00:00,1.218446,-0.453817,0.162221,-0.663977,-0.447379
2014-02-11 11:00:00,-1.001200,-0.543358,0.001974,0.363048,0.979799
2014-02-11 12:00:00,-0.276399,-1.014771,-0.881100,1.238923,0.197741
2014-02-11 13:00:00,-0.693489,0.820278,-1.757198,2.302994,-0.876065
2014-02-11 14:00:00,0.883176,0.588303,-0.824884,-1.061017,0.012318
2014-02-11 15:00:00,-0.966615,-0.662135,1.262500,0.931355,-0.799965
2014-02-11 16:00:00,-0.851017,0.085988,-0.852960,-0.606173,0.385420
2014-02-11 17:00:00,-0.504891,-0.191549,0.862277,0.210331,0.340386
2014-02-11 18:00:00,-1.143096,0.538871,-1.464906,0.690486,1.713240
2014-02-11 19:00:00,0.342839,1.015975,1.799831,-0.112686,0.880434
2014-02-11 20:00:00,0.491132,0.356235,-0.866955,-0.676789,0.317378
2014-02-11 21:00:00,-0.624208,-1.186301,1.896347,-1.575264,0.150554
2014-02-11 22:00:00,-0.587498,1.718281,0.561284,-0.682579,0.588200
2014-02-11 23:00:00,0.789681,-0.470820,1.561678,-0.292784,-0.211047
2014-02-12 00:00:00,-0.049618,-1.605672,1.316775,-1.195850,-0.279150
2014-02-12 01:00:00,-0.073359,-1.320698,-0.522460,-0.561227,-1.019898
2014-02-12 02:00:00,-0.610365,-0.608745,-1.059695,1.611276,1.154259
2014-02-12 03:00:00,-1.355563,-0.084159,0.557473,2.271081,-0.026331
2014-02-12 04:00:00,-1.012021,2.170572,0.550911,0.289352,-0.812900
2014-02-12 05:00:00,0.010935,-0.575576,-0.300013,0.579589,-0.474453
2014-02-12 06:00:00,-1.060962,-0.224618,1.950460,-0.297563,-3.017911
2014-02-12 07:00:00,-0.943241,1.460532,-1.746284,0.107600,1.777602
2014-02-12 08:00:00,0.302448,0.022048,-1.731890,-0.283222,0.332463
2014-02-12 09:00:00,-0.653963,-0.147790,0.144148,0.190518,-0.028750
2014-02-12 10:00:00,-0.855634,-1.062138,-0.216208,-1.894076,0.172280
2014-02-12 11:00:00,1.092269,1.598979,0.558987,1.208027,0.344864
2014-02-12 12:00:00,-2.198341,0.276995,0.345482,1.043458,-0.071761
2014-02-12 13:00:00,1.266099,0.223177,-0.192676,1.318975,1.656946
2014-02-12 14:00:00,0.696450,0.300218,1.216238,-0.235741,1.749711
2014-02-12 15:00:00,-0.233666,2.694422,-0.265441,-0.288570,-1.163450
2014-02-12 16:00:00,1.106065,0.021476,0.357211,1.771557,-0.859333
2014-02-12 17:00:00,1.073774,0.867004,-0.642259,-0.470537,0.186822
2014-02-12 18:00:00,1.040950,-0.456717,0.240937,-1.006206,-2.829994
2014-02-12 19:00:00,0.633764,0.887130,-0.051890,-1.159404,-0.559163
2014-02-12 20:00:00,-1.454680,-0.185587,0.248415,-0.399012,1.192611
2014-02-12 21:00:00,-1.076539,0.769318,0.261453,-0.611483,0.509324
2014-02-12 22:00:00,0.776245,0.373498,-0.089158,0.321605,-1.795213
2014-02-12 23:00:00,0.035504,-0.441583,-0.377031,0.666325,0.785674
2014-02-13 00:00:00,0.164122,-1.777856,1.965417,-0.525083,2.218496
2014-02-13 01:00:00,-0.132078,-0.042238,1.092856,0.833092,-1.580694
2014-02-13 02:00:00,-0.411102,0.434898,1.424793,0.871558,-0.732343
2014-02-13 03:00:00,0.066589,-1.623419,1.291630,-0.461526,1.339199
2014-02-13 04:00:00,-0.906126,0.604873,-1.248409,1.584240,-1.153207
2014-02-13 05:00:00,-0.353406,1.598584,0.116625,-0.620829,-0.948373
2014-02-13 06:00:00,-0.379452,0.508247,-0.426465,2.645015,-0.481169
2014-02-13 07:00:00,-0.385972,0.380596,0.303845,-2.147819,0.977922
2014-02-13 08:00:00,0.564182,0.559717,-0.783193,-1.144188,0.266255
2014-02-13 09:00:00,0.525897,-1.067277,0.005489,0.906440,0.077620
2014-02-13 10:00:00,1.106437,-0.496873,0.140474,2.459780,0.536106
2014-02-13 11:00:00,0.090755,0.128432,-0.370021,0.344365,-0.964482
2014-02-13 12:00:00,0.395975,-0.147361,-0.299086,0.100623,-0.573832
2014-02-13 13:00:00,1.247026,2.683834,-0.108614,-0.273843,-0.045937
2014-02-13 14:00:00,-0.032486,0.807971,0.503637,0.210577,-0.747354
2014-02-13 15:00:00,1.272092,0.157095,0.444350,-0.129430,0.205218
2014-02-13 16:00:00,-0.056710,0.342161,-0.231492,-0.921347,-0.757167
2014-02-13 17:00:00,1.188060,0.175743,-1.416970,0.118009,0.996266
2014-02-13 18:00:00,0.074882,-0.435050,0.432930,0.456849,1.640437
2014-02-13 19:00:00,-0.030130,-0.196321,-0.383858,0.285781,-1.649304
2014-02-13 20:00:00,0.440484,-1.190047,-1.172023,1.635575,-0.095461
2014-02-13 21:00:00,-1.074997,1.039682,-1.573409,0.044886,0.665910
2014-02-13 22:00:00,0.634298,-0.859482,-0.743783,1.621296,-0.178717
2014-02-13 23:00:00,1.942981,1.238457,1.778593,-0.526884,0.842901
2014-02-14 00:00:00,-0.873530,-0.032219,-0.869703,-0.859201,-0.744484
2014-02-14 01:00:00,-0.301032,0.072460,0.132510,-0.486633,-0.885922
2014-02-14 02:00:00,0.074148,1.679561,-1.048845,-0.723285,-0.254963
2014-02-14 03:00:00,-0.096697,0.254377,1.118540,1.622008,1.030838
2014-02-14 04:00:00,0.796285,-1.367191,-0.533740,-2.020138,-0.727831
2014-02-14 05:00:00,-0.982822,0.328513,-1.402827,-1.276809,-0.629323
2014-02-14 06:00:00,0.957722,0.199905,0.019179,-1.026497,-0.002981
2014-02-14 07:00:00,-0.405080,0.360505,0.553037,-0.197770,-1.410979
2014-02-14 08:00:00,-0.507200,-0.129171,0.782150,-0.963548,0.996442
2014-02-14 09:00:00,-0.704263,-0.557120,0.874056,0.123092,0.031821
2014-02-14 10:00:00,-0.094529,-0.842718,1.728112,0.648642,0.445942
2014-02-14 11:00:00,-0.055778,-1.706646,-0.422955,-0.496451,-0.490271
2014-02-14 12:00:00,0.246482,-0.994109,-0.315031,-1.720122,-0.210318
2014-02-14 13:00:00,-1.533790,1.805774,-0.379511,0.150010,1.095871
2014-02-14 14:00:00,-0.881027,0.255727,1.404659,-0.120826,0.469011
2014-02-14 15:00:00,2.227499,-0.836012,-2.195405,0.328644,-1.115447
2014-02-14 16:00:00,0.579777,-1.094414,-0.051780,-1.132730,-0.798895
2014-02-14 17:00:00,1.535706,-0.581709,-1.171392,0.044837,-1.553618
2014-02-14 18:00:00,-0.278758,0.010962,-2.001704,-0.846767,-0.635602
2014-02-14 19:00:00,-0.983648,0.084932,-0.251909,-0.942736,-0.651970
2014-02-14 20:00:00,-0.819953,-0.792852,-2.020774,-0.105480,1.478297
2014-02-14 21:00:00,-0.272552,-0.795708,-1.152363,0.203349,-0.058961
2014-02-14 22:00:00,0.359322,-1.153467,0.898992,-0.189616,0.642718
2014-02-14 23:00:00,-0.242280,-1.601873,0.500721,0.171970,-1.109533
2014-02-15 00:00:00,-0.116999,0.659655,0.787789,-0.460009,0.508043
2014-02-15 01:00:00,0.579705,-0.666107,1.460869,-0.224577,-1.363405
2014-02-15 02:00:00,-0.120298,1.389945,0.342650,-1.789564,0.150990
2014-02-15 03:00:00,0.141845,0.792654,0.133355,-0.608644,-0.551759
2014-02-15 04:00:00,-0.751694,-2.129080,0.100810,0.649660,1.509055
2014-02-15 05:00:00,-0.923081,0.586617,2.030431,1.139548,-0.415516
2014-02-15 06:00:00,1.430055,0.646615,-0.805548,-1.714055,-0.735170
2014-02-15 07:00:00,1.857194,0.802408,-0.418846,0.401606,-0.056591
2014-02-15 08:00:00,0.705777,1.302709,0.361686,-0.616650,0.359147
2014-02-15 09:00:00,-1.113838,-1.185397,0.198522,-0.983027,0.365722
2014-02-15 10:00:00,-0.661238,0.010616,0.282133,-1.445569,1.944031
2014-02-15 11:00:00,1.991009,-0.543420,-1.691867,-0.637425,-0.468938
2014-02-15 12:00:00,-0.683877,1.097437,0.253410,-1.046722,-0.947946
2014-02-15 13:00:00,-0.415799,0.118506,-1.304029,-1.172825,-2.130363
2014-02-15 14:00:00,-0.107310,-1.921108,-0.560851,0.546258,2.221413
2014-02-15 15:00:00,-0.179852,0.906347,0.724756,-0.199255,-0.584860
2014-02-15 16:00:00,1.310336,0.897519,0.296460,-1.542339,-1.136944
2014-02-15 17:00:00,0.037182,1.450169,0.606372,0.127675,-0.915358
2014-02-15 18:00:00,-0.593985,0.619456,-1.700757,0.773611,-0.557549
2014-02-15 19:00:00,0.947362,1.439772,-0.398443,0.938379,0.574565
2014-02-15 20:00:00,0.600564,-0.505211,-0.984756,-1.051785,-1.966480
2014-02-15 21:00:00,0.155653,-0.795762,-1.289733,-0.883808,0.539657
2014-02-15 22:00:00,0.156876,-0.765761,0.205610,-2.647473,-1.457535
2014-02-15 23:00:00,0.688991,1.338719,-0.709014,1.098062,-0.103511
2014-02-16 00:00:00,-0.763129,-1.421743,0.355113,-0.053398,-0.366250
2014-02-16 01:00:00,-0.932362,-1.471656,-0.624906,-0.025515,0.128529
2014-02-16 02:00:00,1.244814,-0.752321,-0.091270,1.251746,1.012191
2014-02-16 03:00:00,-1.130895,0.238755,-0.056973,0.597404,0.543123
2014-02-16 04:00:00,0.143451,-1.003814,-0.564726,0.459810,0.723346
2014-02-16 05:00:00,0.296901,-1.033745,0.930279,0.281183,-0.276598
2014-02-16 06:00:00,-0.230391,0.953786,0.731236,0.381067,-0.272380
2014-02-16 07:00:00,0.771765,-0.250556,-0.325505,-0.726025,-0.182320
2014-02-16 08:00:00,-1.275730,0.130897,1.579767,1.247019,-0.636610
2014-02-16 09:00:00,2.506137,0.195431,0.773012,-0.344202,0.800137
2014-02-16 10:00:00,0.124932,-0.534973,-0.010161,-0.349272,0.081459
2014-02-16 11:00:00,0.326264,-1.070374,-0.367631,-0.680238,-0.207663
2014-02-16 12:00:00,0.245924,-0.045876,-1.533401,1.247260,-0.763395
2014-02-16 13:00:00,-0.645457,-0.258598,0.130450,-0.019814,-0.351795
2014-02-16 14:00:00,0.090568,-0.555794,-0.162269,1.655938,0.719764
2014-02-16 15:00:00,0.244311,0.600223,-1.054596,0.274274,-1.183494
2014-02-16 16:00:00,-0.189955,1.444622,-0.104777,-0.098334,0.170295
2014-02-16 17:00:00,-1.423041,-0.459594,1.207487,-1.377933,0.074177
2014-02-16 18:00:00,0.476911,1.470479,0.010309,-0.315985,-1.567085
2014-02-16 19:00:00,1.700878,-0.510138,2.511929,1.121947,0.518147
2014-02-16 20:00:00,0.994019,-0.399100,2.221421,0.142564,-0.221369
2014-02-16 21:00:00,-0.637569,-0.169959,0.041794,0.872285,0.613770
2014-02-16 22:00:00,-0.271291,0.913744,0.743257,0.070117,-0.657780
2014-02-16 23:00:00,-0.424707,-0.325463,-0.380357,-0.178764,-0.765956
2014-02-17 00:00:00,-0.010807,0.001897,-1.406706,1.745436,0.196022
2014-02-17 01:00:00,-0.177307,-0.301018,1.039146,-0.672307,0.620019
2014-02-17 02:00:00,1.074794,-0.043424,0.428985,-0.439108,1.403691
2014-02-17 03:00:00,1.134274,0.972679,1.054079,0.844752,-0.846389
2014-02-17 04:00:00,0.332026,-1.021073,-0.462811,1.545960,0.641325
2014-02-17 05:00:00,-1.304847,0.865604,-1.187309,2.009456,-1.199613
2014-02-17 06:00:00,0.332455,0.991524,-1.453948,-0.142281,1.160640
2014-02-17 07:00:00,-0.296884,0.007579,0.508323,-0.287277,-0.983884
2014-02-17 08:00:00,-1.522977,1.929296,0.005894,-2.386044,0.424257
2014-02-17 09:00:00,0.944419,-0.960852,0.770634,-0.019817,0.770954
2014-02-17 10:00:00,2.103190,-0.602739,-1.104790,0.040595,-1.707019
2014-02-17 11:00:00,-0.721582,-0.020262,0.956657,-0.664414,0.333128
2014-02-17 12:00:00,0.897071,0.568708,1.510702,0.833390,-1.622793
2014-02-17 13:00:00,1.192088,1.383659,-0.205946,0.232442,1.416497
2014-02-17 14:00:00,0.354455,1.950349,0.100952,-0.645154,-0.322871
2014-02-17 15:00:00,0.733684,-0.304588,0.829328,1.086864,-0.581809
2014-02-17 16:00:00,0.440256,0.743102,-0.385273,-0.358722,0.148834
2014-02-17 17:00:00,-0.884056,1.804556,0.832156,-0.282079,-0.171200
2014-02-17 18:00:00,-0.425074,-0.254208,-1.237950,-0.181864,-0.365906
2014-02-17 19:00:00,-0.466301,0.976278,-2.285245,0.182583,-0.978885
2014-02-17 20:00:00,-0.860830,0.132167,-0.278176,0.542129,0.492354
2014-02-17 21:00:00,-1.201507,1.251955,2.729326,0.287313,1.305912
2014-02-17 22:00:00,-0.022744,-0.166575,2.526170,-0.710930,0.104127
2014-02-17 23:00:00,-0.174870,-0.314266,0.278096,0.121487,1.056687
2014-02-18 00:00:00,0.196006,-1.638225,1.385617,0.632864,-0.079461
2014-02-18 01:00:00,1.444220,-2.727299,0.591065,-1.348477,-0.467290
2014-02-18 02:00:00,-0.430984,0.134254,-0.058365,0.302407,-1.146485
2014-02-18 03:00:00,-0.187590,-1.302540,-0.734472,-2.934422,0.809105
2014-02-18 04:00:00,-1.291642,1.113375,0.311334,1.009105,-2.341565
2014-02-18 05:00:00,-0.642111,1.433412,-0.326780,-0.688334,-0.179442
2014-02-18 06:00:00,-0.880222,0.207528,1.154842,-1.011855,-0.906294
2014-02-18 07:00:00,0.514383,-1.177494,0.444047,-0.945286,-1.605716
2014-02-18 08:00:00,-0.065907,0.276879,-1.696332,-0.545186,-0.226754
2014-02-18 09:00:00,1.469406,2.284789,0.018647,1.087403,0.301463
2014-02-18 10:00:00,0.637252,0.779348,-0.547242,0.029335,-0.938792
2014-02-18 11:00:00,-1.783842,-0.523317,-0.162565,0.601994,1.673718
2014-02-18 12:00:00,0.476202,0.902766,-0.373004,-0.648691,-0.239040
2014-02-18 13:00:00,-0.097303,0.051943,-0.028994,0.841236,0.317138
2014-02-18 14:00:00,-0.260418,-1.318630,-1.999110,-1.142510,-1.444527
2014-02-18 15:00:00,-0.333074,1.146388,1.439790,-0.044506,0.476503
2014-02-18 16:00:00,-0.292897,-0.147549,-0.908714,0.553696,0.807500
2014-02-18 17:00:00,-0.908569,0.743182,0.449768,1.095320,-0.192942
2014-02-18 18:00:00,1.060292,0.134715,0.651590,-2.345670,-1.008732
2014-02-18 19:00:00,-1.857498,0.847979,-0.362741,-0.558873,-0.776731
2014-02-18 20:00:00,0.446839,-1.223250,1.500673,-0.284595,1.488232
2014-02-18 21:00:00,-0.132734,1.023375,-0.462997,-1.725025,0.392255
2014-02-18 22:00:00,0.270421,-0.110011,0.581846,0.953881,-0.399833
2014-02-18 23:00:00,-1.467578,-0.023106,-1.032448,0.264902,-0.800855
2014-02-19 00:00:00,0.660595,0.643013,-0.100467,0.137790,-0.098163
2014-02-19 01:00:00,-0.199356,-1.239797,-2.022721,2.220626,0.659094
2014-02-19 02:00:00,0.140525,0.738682,0.513920,0.012616,1.006366
2014-02-19 03:00:00,0.519324,0.948017,1.866750,0.630903,-0.322779
2014-02-19 04:00:00,-0.883273,-1.838632,-0.030942,0.104644,-1.052942
2014-02-19 05:00:00,0.112684,0.202312,0.050526,-0.628136,1.001765
2014-02-19 06:00:00,-0.114342,-0.119994,0.483845,0.531444,0.219649
2014-02-19 07:00:00,-0.027533,1.298237,0.470753,0.868676,-0.280881
2014-02-19 08:00:00,0.769072,0.486263,-0.683851,-0.900581,-0.864335
2014-02-19 09:00:00,0.082038,1.040024,-0.444724,-1.201047,-1.798085
2014-02-19 10:00:00,-0.218839,0.096670,0.965945,0.230880,2.379082
2014-02-19 11:00:00,-1.490782,0.714099,-0.165549,0.566416,1.296258
2014-02-19 12:00:00,-0.001537,-0.120843,-0.482614,-0.020160,0.306873
2014-02-19 13:00:00,1.530826,2.587774,-1.668041,1.583648,0.247312
2014-02-19 14:00:00,1.888748,-0.779561,0.654150,0.510674,0.181614
2014-02-19 15:00:00,-1.735513,0.896872,-0.715384,0.325789,1.928868
2014-02-19 16:00:00,-1.275889,0.177537,0.088728,0.293765,0.057162
2014-02-19 17:00:00,-1.736940,-1.316027,-0.495756,-1.038357,-0.352709
2014-02-19 18:00:00,-0.900018,0.823853,1.104673,0.714058,-0.771170
2014-02-19 19:00:00,-0.751213,0.335641,-1.850353,0.503235,0.586026
2014-02-19 20:00:00,0.971849,-1.219453,-1.174003,0.248375,-0.786741
2014-02-19 21:00:00,-0.518500,-0.300641,0.335167,0.101855,2.212543
2014-02-19 22:00:00,0.173469,-0.992803,-1.146088,-0.753299,1.682552
2014-02-19 23:00:00,-0.942038,1.031039,0.510428,-0.054105,-0.180171
2014-02-20 00:00:00,-0.835265,-0.414764,-1.673150,-0.164464,0.591412
2014-02-20 01:00:00,-0.388708,-0.391091,0.370199,0.572325,-0.204754
2014-02-20 02:00:00,1.335676,0.229291,-0.113397,-0.150298,0.247704
2014-02-20 03:00:00,-0.238343,-1.058761,1.389941,0.513953,-1.194528
2014-02-20 04:00:00,-0.352099,0.768886,0.564917,1.029468,-1.320274
2014-02-20 05:00:00,1.514489,-2.481741,-0.283099,-0.451376,0.425249
2014-02-20 06:00:00,-1.250627,1.230532,-0.550711,-1.001547,-0.019576
2014-02-20 07:00:00,-1.131465,-1.548817,0.443955,-0.212499,0.086216
2014-02-20 08:00:00,-1.120949,-0.261541,-1.390615,0.428579,-0.179262
2014-02-20 09:00:00,-0.272869,0.780131,-0.955199,1.306189,0.987134
2014-02-20 10:00:00,-0.136609,-1.052346,-0.526227,0.764844,0.297932
2014-02-20 11:00:00,-0.066475,0.942839,-1.781696,0.296131,0.506887
2014-02-20 12:00:00,0.317472,2.727408,-0.525177,-1.350739,-0.195552
2014-02-20 13:00:00,-2.324702,0.115784,0.294668,-1.309200,-1.067345
2014-02-20 14:00:00,-0.246214,-1.430695,-1.496673,0.863601,0.449895
2014-02-20 15:00:00,-1.913921,1.132929,-0.338517,-1.214471,-0.131360
2014-02-20 16:00:00,0.832164,-0.139777,0.090424,0.372846,-0.086598
2014-02-20 17:00:00,2.473381,-0.171029,-0.712856,-1.545023,0.329653
2014-02-20 18:00:00,0.618938,0.251155,0.603596,-0.086653,1.343812
2014-02-20 19:00:00,-1.094467,0.966301,-0.506732,0.022763,0.270321
2014-02-20 20:00:00,-0.291021,0.445018,1.987957,0.761745,-1.214698
2014-02-20 21:00:00,0.520645,-1.219319,-0.139136,-0.387411,0.609694
2014-02-20 22:00:00,2.229923,0.999392,0.920556,-0.888968,1.074038
2014-02-20 23:00:00,0.301661,0.943100,-0.148618,-0.178504,-0.290505
2014-02-21 00:00:00,1.137625,-0.241977,-0.453048,0.056714,0.244053
2014-02-21 01:00:00,0.172626,-0.328320,-0.513197,0.808552,-1.317356
2014-02-21 02:00:00,1.707293,0.556230,0.968637,1.247104,0.321208
2014-02-21 03:00:00,-2.433501,0.706582,-0.378422,0.317368,0.224171
2014-02-21 04:00:00,-1.924581,-0.239207,-1.970748,-1.650890,-2.114652
2014-02-21 05:00:00,-0.068926,0.645482,0.569728,1.761751,-0.560206
2014-02-21 06:00:00,0.398693,1.544541,-1.228196,-0.367664,1.104360
2014-02-21 07:00:00,1.064132,-1.334397,-0.701317,-0.499694,0.863429
2014-02-21 08:00:00,-1.027026,0.896321,0.824928,0.129926,-0.151654
2014-02-21 09:00:00,-1.222534,0.660754,0.119925,-1.575133,-1.520650
2014-02-21 10:00:00,0.052024,1.446688,0.449670,0.176487,-0.245955
2014-02-21 11:00:00,-2.166400,0.256172,-1.379463,0.326853,-1.663551
2014-02-21 12:00:00,0.771950,0.089165,-1.115667,-0.781954,1.742827
2014-02-21 13:00:00,0.044727,-0.892373,-0.096231,1.224939,0.392836
2014-02-21 14:00:00,0.683806,0.885652,-0.488733,-0.032488,1.449196
