tick,year,month,market_cap,percentile
PRAH,2018,12,5975110000.0,0.804004214963119
USG,2018,12,5961980000.0,0.8036529680365296
SABR,2018,12,5957770000.0,0.8033017211099402
TTC,2018,10,5944560000.0,0.8029504741833509
ATR,2018,12,5908920000.0,0.8025992272567615
LOGI,2018,03,5894860000.0,0.8022479803301721
XEC,2018,12,5893920000.0,0.8018967334035827
EXEL,2018,12,5881000000.0,0.8015454864769933
MPW,2018,12,5868250000.0,0.8011942395504039
ENBL,2018,12,5861470000.0,0.8008429926238145
WWE,2018,12,5830020000.0,0.8004917456972251
COLM,2018,12,5802660000.0,0.8001404987706358
DEI,2018,12,5800030000.0,0.7997892518440464
HRB,2018,04,5784440000.0,0.799438004917457
JLL,2018,12,5768730000.0,0.7990867579908676
MIDD,2018,12,5737130000.0,0.7987355110642782
ETSY,2018,12,5730280000.0,0.7983842641376888
ALSN,2018,12,5692410000.0,0.7980330172110994
MASI,2018,12,5690160000.0,0.79768177028451
NKTR,2018,12,5689310000.0,0.7973305233579207
ACC,2018,12,5671730000.0,0.7969792764313313
TER,2018,12,5624860000.0,0.7966280295047419
CFR,2018,12,5623240000.0,0.7962767825781525
CCK,2018,12,5619860000.0,0.7959255356515631
WBC,2018,12,5599850000.0,0.7955742887249737
CONE,2018,12,5596530000.0,0.7952230417983842
AXTA,2018,12,5590710000.0,0.7948717948717948
TECH,2018,06,5569200000.0,0.7945205479452054
HOG,2018,12,5555850000.0,0.794169301018616
AIZ,2018,12,5550100000.0,0.7938180540920267
ECA,2018,12,5505330000.0,0.7934668071654373
SEE,2018,12,5467270000.0,0.7931155602388479
PBCT,2018,12,5445360000.0,0.7927643133122585
CRL,2018,12,5443550000.0,0.7924130663856691
HUBB,2018,12,5434570000.0,0.7920618194590797
STWD,2018,12,5427190000.0,0.7917105725324903
BLUE,2018,12,5425690000.0,0.7913593256059009
RNR,2018,12,5383560000.0,0.7910080786793116
FBHS,2018,12,5371970000.0,0.7906568317527222
CUBE,2018,12,5345130000.0,0.7903055848261328
EV,2018,10,5336910000.0,0.7899543378995434
SON,2018,12,5302860000.0,0.789603090972954
GNTX,2018,12,5297380000.0,0.7892518440463646
LPLA,2018,12,5296370000.0,0.7889005971197752
DNKN,2018,12,5296140000.0,0.7885493501931858
EEFT,2018,12,5278750000.0,0.7881981032665965
PRGO,2018,12,5264440000.0,0.7878468563400071
ASH,2018,09,5256910000.0,0.7874956094134177
HTA,2018,12,5237670000.0,0.7871443624868283
PLNT,2018,12,5235080000.0,0.7867931155602389
PK,2018,12,5227520000.0,0.7864418686336495
PSXP,2018,12,5213690000.0,0.78609062170706
EQM,2018,12,5209740000.0,0.7857393747804706
WSO,2018,12,5207650000.0,0.7853881278538812
OSK,2018,09,5197640000.0,0.7850368809272918
AMG,2018,12,5132450000.0,0.7846856340007025
G,2018,12,5130490000.0,0.7843343870741131
GWPH,2018,09,5088180000.0,0.7839831401475237
LECO,2018,12,5081540000.0,0.7836318932209343
PE,2018,12,5062100000.0,0.7832806462943449
AVT,2018,06,5055510000.0,0.7829293993677555
TTD,2018,12,5018680000.0,0.7825781524411661
RS,2018,12,5012650000.0,0.7822269055145767
THO,2018,07,4998160000.0,0.7818756585879874
FAF,2018,12,4990200000.0,0.781524411661398
SERV,2018,12,4984630000.0,0.7811731647348086
JBL,2018,08,4979230000.0,0.7808219178082192
FLS,2018,12,4975180000.0,0.7804706708816298
NUAN,2018,09,4964560000.0,0.7801194239550404
TOL,2018,10,4960270000.0,0.779768177028451
AA,2018,12,4957010000.0,0.7794169301018616
MLNX,2018,12,4944250000.0,0.7790656831752722
THG,2018,12,4943170000.0,0.7787144362486829
APO,2018,12,4943040000.0,0.7783631893220935
HXL,2018,12,4936710000.0,0.7780119423955041
HUBS,2018,12,4932670000.0,0.7776606954689147
MPWR,2018,12,4930400000.0,0.7773094485423253
WWD,2018,09,4923680000.0,0.7769582016157358
PINC,2018,06,4879620000.0,0.7766069546891464
VIRT,2018,12,4874790000.0,0.776255707762557
NRZ,2018,12,4836440000.0,0.7759044608359676
NFG,2018,09,4821000000.0,0.7755532139093783
EXP,2018,03,4816270000.0,0.7752019669827889
OC,2018,12,4807880000.0,0.7748507200561995
EQT,2018,12,4806110000.0,0.7744994731296101
LAZ,2018,12,4789670000.0,0.7741482262030207
WPX,2018,12,4770320000.0,0.7737969792764313
EPR,2018,12,4759890000.0,0.7734457323498419
UTHR,2018,12,4746640000.0,0.7730944854232525
BPOP,2018,12,4738650000.0,0.7727432384966632
PII,2018,12,4737340000.0,0.7723919915700738
CVNA,2018,12,4712370000.0,0.7720407446434844
XRX,2018,12,4708470000.0,0.771689497716895
NEU,2018,12,4699490000.0,0.7713382507903056
IDA,2018,12,4689550000.0,0.7709870038637162
PODD,2018,12,4686010000.0,0.7706357569371268
MORN,2018,12,4685780000.0,0.7702845100105374
CABO,2018,12,4677460000.0,0.769933263083948
LEG,2018,12,4674170000.0,0.7695820161573587
MDU,2018,12,4673080000.0,0.7692307692307693
BRKR,2018,12,4661030000.0,0.7688795223041799
LOPE,2018,12,4627550000.0,0.7685282753775905
NYCB,2018,12,4614100000.0,0.768177028451001
CY,2018,12,4604000000.0,0.7678257815244116
HUN,2018,12,4597220000.0,0.7674745345978222
ALKS,2018,12,4585350000.0,0.7671232876712328
PFPT,2018,12,4580040000.0,0.7667720407446434
HPP,2018,12,4553780000.0,0.7664207938180541
CZR,2018,12,4547490000.0,0.7660695468914647
ADT,2018,12,4547090000.0,0.7657182999648753
WBS,2018,12,4546340000.0,0.7653670530382859
CHE,2018,12,4535980000.0,0.7650158061116965
FLR,2018,12,4529520000.0,0.7646645591851071
RP,2018,12,4525600000.0,0.7643133122585177
CMPR,2018,06,4509080000.0,0.7639620653319283
SAGE,2018,12,4491320000.0,0.763610818405339
CW,2018,12,4471860000.0,0.7632595714787496
USM,2018,12,4461730000.0,0.7629083245521602
CIEN,2018,10,4457720000.0,0.7625570776255708
WSM,2018,01,4456230000.0,0.7622058306989814
FCNCA,2018,12,4453110000.0,0.761854583772392
FSLR,2018,12,4450440000.0,0.7615033368458026
GLIBA,2018,12,4443650000.0,0.7611520899192132
OLED,2018,12,4407240000.0,0.7608008429926238
BRX,2018,12,4404160000.0,0.7604495960660345
PWR,2018,12,4395520000.0,0.7600983491394451
KNX,2018,12,4375710000.0,0.7597471022128557
SMG,2018,09,4370380000.0,0.7593958552862663
PSTG,2018,01,4366010000.0,0.7590446083596768
GWR,2018,12,4362150000.0,0.7586933614330874
AGCO,2018,12,4358080000.0,0.758342114506498
PB,2018,12,4351000000.0,0.7579908675799086
GRA,2018,12,4348290000.0,0.7576396206533192
LSI,2018,12,4333470000.0,0.7572883737267299
AXS,2018,12,4316030000.0,0.7569371268001405
LFUS,2018,12,4313880000.0,0.7565858798735511
KMPR,2018,12,4297920000.0,0.7562346329469617
CR,2018,12,4291030000.0,0.7558833860203723
FHN,2018,12,4263090000.0,0.7555321390937829
GMED,2018,12,4262260000.0,0.7551808921671935
BPL,2018,12,4260050000.0,0.7548296452406041
ITT,2018,12,4228450000.0,0.7544783983140148
ZS,2018,07,4223310000.0,0.7541271513874254
PEN,2018,12,4216270000.0,0.753775904460836
CACI,2018,06,4214620000.0,0.7534246575342466
TPL,2018,12,4210840000.0,0.7530734106076572
JBGS,2018,12,4209130000.0,0.7527221636810678
HHC,2018,12,4200610000.0,0.7523709167544784
PRI,2018,12,4195490000.0,0.752019669827889
COHR,2018,09,4193820000.0,0.7516684229012996
GDOT,2018,12,4190830000.0,0.7513171759747103
AMRN,2018,12,4184550000.0,0.7509659290481209
CNK,2018,12,4182280000.0,0.7506146821215315
OGS,2018,12,4181100000.0,0.7502634351949421
WAL,2018,12,4180360000.0,0.7499121882683526
BMS,2018,12,4177680000.0,0.7495609413417632
LOGM,2018,12,4173300000.0,0.7492096944151738
TFSL,2018,09,4143900000.0,0.7488584474885844
SEB,2018,12,4141420000.0,0.748507200561995
SNX,2018,11,4130740000.0,0.7481559536354057
MDSO,2018,12,4125460000.0,0.7478047067088163
FIZZ,2018,04,4118340000.0,0.7474534597822269
JHG,2018,12,4115670000.0,0.7471022128556375
IBKR,2018,12,4104080000.0,0.7467509659290481
MMS,2018,09,4093250000.0,0.7463997190024587
POR,2018,12,4091870000.0,0.7460484720758693
IMMU,2018,06,4069870000.0,0.7456972251492799
GDI,2018,12,4064700000.0,0.7453459782226906
PACW,2018,12,4052520000.0,0.7449947312961012
MUR,2018,12,4047790000.0,0.7446434843695118
AGO,2018,12,4044950000.0,0.7442922374429224
CIT,2018,12,4041040000.0,0.743940990516333
BC,2018,12,4029070000.0,0.7435897435897436
NJR,2018,09,4009530000.0,0.7432384966631542
CHH,2018,12,4007110000.0,0.7428872497365648
MAN,2018,12,4006680000.0,0.7425360028099754
HIW,2018,12,4004000000.0,0.7421847558833861
HE,2018,12,3987160000.0,0.7418335089567967
TRCO,2018,12,3977870000.0,0.7414822620302073
VVV,2018,09,3967540000.0,0.7411310151036179
SAVE,2018,12,3953880000.0,0.7407797681770284
ENTG,2018,12,3943140000.0,0.740428521250439
FGEN,2018,12,3932780000.0,0.7400772743238496
HPT,2018,12,3926880000.0,0.7397260273972602
ALE,2018,12,3919580000.0,0.7393747804706708
VSM,2018,09,3918900000.0,0.7390235335440815
PBF,2018,12,3916790000.0,0.7386722866174921
FFIN,2018,12,3906860000.0,0.7383210396909027
NEOG,2018,05,3905360000.0,0.7379697927643133
NSP,2018,12,3903390000.0,0.7376185458377239
CMD,2018,07,3866870000.0,0.7372672989111345
CBT,2018,09,3862800000.0,0.7369160519845451
PPC,2018,12,3861690000.0,0.7365648050579557
HAE,2018,03,3856780000.0,0.7362135581313664
LANC,2018,06,3841740000.0,0.735862311204777
GTES,2018,12,3837060000.0,0.7355110642781876
TECD,2018,01,3825630000.0,0.7351598173515982
BXMT,2018,12,3812670000.0,0.7348085704250088
PFGC,2018,06,3810240000.0,0.7344573234984194
DCP,2018,12,3796480000.0,0.73410607657183
MTG,2018,12,3782230000.0,0.7337548296452406
SWX,2018,12,3781540000.0,0.7334035827186512
COLD,2018,12,3776390000.0,0.7330523357920619
BWXT,2018,12,3774300000.0,0.7327010888654725
TTEK,2018,09,3769340000.0,0.7323498419388831
PEGA,2018,12,3764250000.0,0.7319985950122937
WTFC,2018,12,3749530000.0,0.7316473480857042
CRI,2018,12,3742190000.0,0.7312961011591148
AMED,2018,12,3734470000.0,0.7309448542325254
ISBC,2018,12,3734340000.0,0.730593607305936
SNV,2018,12,3722870000.0,0.7302423603793466
CARG,2018,12,3712930000.0,0.7298911134527573
STL,2018,12,3705300000.0,0.7295398665261679
URBN,2018,01,3692360000.0,0.7291886195995785
LITE,2018,06,3687140000.0,0.7288373726729891
NYT,2018,12,3676740000.0,0.7284861257463997
TDS,2018,12,3674210000.0,0.7281348788198103
SHLX,2018,12,3672750000.0,0.7277836318932209
APU,2018,09,3657720000.0,0.7274323849666315
AYX,2018,12,3650460000.0,0.7270811380400422
EQC,2018,12,3645690000.0,0.7267298911134528
MSA,2018,12,3626060000.0,0.7263786441868634
CASY,2018,04,3625990000.0,0.726027397260274
SLM,2018,12,3620350000.0,0.7256761503336846
SKX,2018,12,3617620000.0,0.7253249034070952
BHF,2018,12,3614970000.0,0.7249736564805058
ESGR,2018,12,3596180000.0,0.7246224095539164
PNFP,2018,12,3590680000.0,0.724271162627327
SIGI,2018,12,3588690000.0,0.7239199157007377
NXST,2018,12,3586960000.0,0.7235686687741483
RYN,2018,12,3584960000.0,0.7232174218475589
PSB,2018,12,3582460000.0,0.7228661749209695
IBKC,2018,12,3570370000.0,0.72251492799438
HR,2018,12,3561750000.0,0.7221636810677906
ADNT,2018,09,3558400000.0,0.7218124341412012
SATS,2018,12,3533750000.0,0.7214611872146118
UNF,2018,08,3512890000.0,0.7211099402880224
UMPQ,2018,12,3501820000.0,0.7207586933614331
ARRY,2018,06,3490260000.0,0.7204074464348437
RDN,2018,12,3490130000.0,0.7200561995082543
BTU,2018,12,3489960000.0,0.7197049525816649
MKSI,2018,12,3488040000.0,0.7193537056550755
TREX,2018,12,3487650000.0,0.7190024587284861
TDOC,2018,12,3475180000.0,0.7186512118018967
CVI,2018,12,3466300000.0,0.7182999648753073
MAT,2018,12,3448060000.0,0.717948717948718
EME,2018,12,3435760000.0,0.7175974710221286
RHP,2018,12,3423420000.0,0.7172462240955392
PAG,2018,12,3421610000.0,0.7168949771689498
ANAT,2018,12,3420900000.0,0.7165437302423604
JCOM,2018,12,3419630000.0,0.716192483315771
NUS,2018,12,3406840000.0,0.7158412363891816
WMGI,2018,12,3404720000.0,0.7154899894625922
SLAB,2018,12,3400530000.0,0.7151387425360028
GHC,2018,12,3396200000.0,0.7147874956094135
ZNGA,2018,12,3387200000.0,0.7144362486828241
OLN,2018,12,3355060000.0,0.7140850017562347
ESNT,2018,12,3354400000.0,0.7137337548296453
GBCI,2018,12,3348750000.0,0.7133825079030558
ROKU,2018,12,3344800000.0,0.7130312609764664
CIM,2018,12,3332460000.0,0.712680014049877
SRCL,2018,12,3323930000.0,0.7123287671232876
CUZ,2018,12,3321040000.0,0.7119775201966982
VAC,2018,12,3316600000.0,0.7116262732701089
NAV,2018,10,3311160000.0,0.7112750263435195
CHDN,2018,12,3310700000.0,0.7109237794169301
LM,2018,03,3309750000.0,0.7105725324903407
SNDR,2018,12,3304570000.0,0.7102212855637513
OMF,2018,12,3298440000.0,0.7098700386371619
ASB,2018,12,3280830000.0,0.7095187917105725
HZNP,2018,12,3275410000.0,0.7091675447839831
PNM,2018,12,3272970000.0,0.7088162978573938
BCO,2018,12,3272350000.0,0.7084650509308044
CHGG,2018,12,3265390000.0,0.708113804004215
APLE,2018,12,3262310000.0,0.7077625570776256
TCF,2018,12,3251030000.0,0.7074113101510362
X,2018,12,3233380000.0,0.7070600632244468
VNOM,2018,12,3230850000.0,0.7067088162978574
AN,2018,12,3210330000.0,0.706357569371268
UBSI,2018,12,3210050000.0,0.7060063224446786
HAIN,2018,06,3209230000.0,0.7056550755180893
ACIW,2018,12,3209160000.0,0.7053038285914999
RIG,2018,12,3205630000.0,0.7049525816649105
COR,2018,12,3201210000.0,0.7046013347383211
PAGP,2018,12,3199130000.0,0.7042500878117316
FEYE,2018,12,3193610000.0,0.7038988408851422
MTZ,2018,12,3191210000.0,0.7035475939585528
FNB,2018,12,3191070000.0,0.7031963470319634
NHI,2018,12,3190120000.0,0.702845100105374
TWO,2018,12,3185360000.0,0.7024938531787847
WRI,2018,12,3183740000.0,0.7021426062521953
PCTY,2018,06,3179720000.0,0.7017913593256059
FCFS,2018,12,3171260000.0,0.7014401123990165
BSM,2018,12,3170210000.0,0.7010888654724271
DAR,2018,12,3168020000.0,0.7007376185458377
COMM,2018,12,3150540000.0,0.7003863716192483
AL,2018,12,3143930000.0,0.7000351246926589
LPX,2018,12,3136990000.0,0.6996838777660696
MIC,2018,12,3131000000.0,0.6993326308394802
NVCR,2018,12,3114090000.0,0.6989813839128908
AMCX,2018,12,3102340000.0,0.6986301369863014
GNRC,2018,12,3084380000.0,0.698278890059712
HQY,2018,01,3071250000.0,0.6979276431331226
MMSI,2018,12,3060260000.0,0.6975763962065332
BLKB,2018,12,3054990000.0,0.6972251492799438
PRLB,2018,12,3053260000.0,0.6968739023533544
CDEV,2018,12,3044390000.0,0.6965226554267651
UMBF,2018,12,3040950000.0,0.6961714085001757
FHB,2018,12,3036020000.0,0.6958201615735863
BOX,2018,01,3027800000.0,0.6954689146469969
WWW,2018,12,3024440000.0,0.6951176677204074
RBC,2018,12,3022110000.0,0.694766420793818
KFY,2018,04,3021820000.0,0.6944151738672286
EBS,2018,12,3020020000.0,0.6940639269406392
RXN,2018,03,3016420000.0,0.6937126800140498
TRN,2018,12,3012290000.0,0.6933614330874605
MFA,2018,12,3002970000.0,0.6930101861608711
OKTA,2018,01,3001670000.0,0.6926589392342817
SFM,2018,12,2999970000.0,0.6923076923076923
NWE,2018,12,2991080000.0,0.6919564453811029
ICPT,2018,12,2988870000.0,0.6916051984545135
CBU,2018,12,2984170000.0,0.6912539515279241
SF,2018,12,2982730000.0,0.6909027046013347
PGRE,2018,12,2979900000.0,0.6905514576747454
AR,2018,12,2977710000.0,0.690200210748156
DORM,2018,12,2974830000.0,0.6898489638215666
SHO,2018,12,2969490000.0,0.6894977168949772
CSOD,2018,12,2955810000.0,0.6891464699683878
TNET,2018,12,2955140000.0,0.6887952230417984
LHCG,2018,12,2945390000.0,0.688443976115209
VLY,2018,12,2943650000.0,0.6880927291886196
QLYS,2018,12,2943200000.0,0.6877414822620302
SBRA,2018,12,2938140000.0,0.6873902353354409
DOC,2018,12,2922620000.0,0.6870389884088515
STAY,2018,12,2918460000.0,0.6866877414822621
YELP,2018,12,2911780000.0,0.6863364945556726
WOR,2018,05,2907710000.0,0.6859852476290832
RMR,2018,09,2886440000.0,0.6856340007024938
AWI,2018,12,2885240000.0,0.6852827537759044
AAN,2018,12,2884410000.0,0.684931506849315
LGND,2018,12,2884130000.0,0.6845802599227256
TWOU,2018,12,2879910000.0,0.6842290129961363
ROLL,2018,03,2878300000.0,0.6838777660695469
RLJ,2018,12,2873270000.0,0.6835265191429575
TKR,2018,12,2868450000.0,0.6831752722163681
ASGN,2018,12,2860000000.0,0.6828240252897787
CVLT,2018,03,2849340000.0,0.6824727783631893
CVBF,2018,12,2838940000.0,0.6821215314365999
HOMB,2018,12,2825710000.0,0.6817702845100105
USNA,2018,12,2822760000.0,0.6814190375834211
STMP,2018,12,2817400000.0,0.6810677906568318
TREE,2018,12,2816590000.0,0.6807165437302424
BOH,2018,12,2810790000.0,0.680365296803653
ERI,2018,12,2802340000.0,0.6800140498770636
SFIX,2018,07,2801960000.0,0.6796628029504742
SAM,2018,12,2798650000.0,0.6793115560238848
ENS,2018,03,2796240000.0,0.6789603090972954
JJSF,2018,09,2793380000.0,0.678609062170706
AVA,2018,12,2790430000.0,0.6782578152441167
SNH,2018,12,2786200000.0,0.6779065683175273
TCO,2018,12,2777860000.0,0.6775553213909379
MANH,2018,12,2770090000.0,0.6772040744643484
CLH,2018,12,2763870000.0,0.676852827537759
AJRD,2018,12,2758510000.0,0.6765015806111696
B,2018,12,2751080000.0,0.6761503336845802
DECK,2018,03,2750030000.0,0.6757990867579908
ATI,2018,12,2736150000.0,0.6754478398314014
OI,2018,12,2735960000.0,0.675096592904812
REXR,2018,12,2734580000.0,0.6747453459782227
NCR,2018,12,2728060000.0,0.6743940990516333
FULT,2018,12,2725970000.0,0.6740428521250439
AVX,2018,03,2722440000.0,0.6736916051984545
CATY,2018,12,2718470000.0,0.6733403582718651
STAG,2018,12,2709260000.0,0.6729891113452757
CLGX,2018,12,2692360000.0,0.6726378644186863
SUN,2018,12,2689760000.0,0.672286617492097
AKCA,2018,12,2688820000.0,0.6719353705655076
AGIO,2018,12,2682620000.0,0.6715841236389182
FUN,2018,12,2669630000.0,0.6712328767123288
FII,2018,12,2668280000.0,0.6708816297857394
VRNT,2018,01,2662870000.0,0.67053038285915
GATX,2018,12,2662460000.0,0.6701791359325606
COLB,2018,12,2658520000.0,0.6698278890059712
AMN,2018,12,2655530000.0,0.6694766420793818
ORA,2018,12,2650170000.0,0.6691253951527925
IIVI,2018,06,2648760000.0,0.6687741482262031
SHOO,2018,12,2646380000.0,0.6684229012996137
PSMT,2018,08,2645580000.0,0.6680716543730242
CCMP,2018,09,2641490000.0,0.6677204074464348
CLB,2018,12,2638210000.0,0.6673691605198454
MYGN,2018,06,2636190000.0,0.667017913593256
AB,2018,12,2632910000.0,0.6666666666666666
WAFD,2018,09,2624750000.0,0.6663154197400772
KW,2018,12,2619970000.0,0.6659641728134879
SLGN,2018,12,2612790000.0,0.6656129258868985
VSH,2018,12,2597310000.0,0.6652616789603091
EXPO,2018,12,2596450000.0,0.6649104320337197
NGHC,2018,12,2591870000.0,0.6645591851071303
FIVN,2018,12,2569510000.0,0.6642079381805409
TCBI,2018,12,2563780000.0,0.6638566912539515
FCN,2018,12,2558110000.0,0.6635054443273621
HGV,2018,12,2557480000.0,0.6631541974007727
R,2018,12,2556190000.0,0.6628029504741834
NUVA,2018,12,2548500000.0,0.662451703547594
FND,2018,12,2531510000.0,0.6621004566210046
CMC,2018,08,2527500000.0,0.6617492096944152
OUT,2018,12,2526900000.0,0.6613979627678258
BCPC,2018,12,2526620000.0,0.6610467158412364
AEL,2018,12,2524190000.0,0.660695468914647
CRS,2018,06,2506960000.0,0.6603442219880576
ALRM,2018,12,2489920000.0,0.6599929750614683
SSD,2018,12,2488240000.0,0.6596417281348789
EPC,2018,09,2485320000.0,0.6592904812082895
TRTN,2018,12,2481710000.0,0.6589392342817
ESRT,2018,12,2476690000.0,0.6585879873551106
MUSA,2018,12,2470950000.0,0.6582367404285212
STRA,2018,12,2462270000.0,0.6578854935019318
WDFC,2018,08,2461570000.0,0.6575342465753424
VMI,2018,12,2450720000.0,0.657182999648753
CFX,2018,12,2449470000.0,0.6568317527221637
CRUS,2018,03,2442770000.0,0.6564805057955743
GWB,2018,09,2440120000.0,0.6561292588689849
BRKS,2018,09,2434940000.0,0.6557780119423955
SMTC,2018,01,2432040000.0,0.6554267650158061
OMCL,2018,12,2426710000.0,0.6550755180892167
PSEC,2018,06,2426610000.0,0.6547242711626273
NEP,2018,12,2411310000.0,0.6543730242360379
GEO,2018,12,2399390000.0,0.6540217773094485
RRC,2018,12,2387760000.0,0.6536705303828592
BXS,2018,12,2379500000.0,0.6533192834562698
SJI,2018,12,2377070000.0,0.6529680365296804
BECN,2018,09,2373000000.0,0.652616789603091
KWR,2018,12,2369650000.0,0.6522655426765016
BPMC,2018,12,2369360000.0,0.6519142957499122
HMSY,2018,12,2360310000.0,0.6515630488233228
MDP,2018,06,2357910000.0,0.6512118018967334
ONB,2018,12,2346220000.0,0.6508605549701441
TGNA,2018,12,2340330000.0,0.6505093080435547
RPAI,2018,12,2337710000.0,0.6501580611169653
VIAV,2018,06,2335580000.0,0.6498068141903758
GNW,2018,12,2333530000.0,0.6494555672637864
BYD,2018,12,2331640000.0,0.649104320337197
GHDX,2018,12,2326700000.0,0.6487530734106076
FFBC,2018,12,2322370000.0,0.6484018264840182
IRBT,2018,12,2318490000.0,0.6480505795574288
RGEN,2018,12,2313140000.0,0.6476993326308395
BDN,2018,12,2298620000.0,0.6473480857042501
CLF,2018,12,2291760000.0,0.6469968387776607
CWT,2018,12,2290920000.0,0.6466455918510713
OFC,2018,12,2289220000.0,0.6462943449244819
CXP,2018,12,2282990000.0,0.6459430979978925
POL,2018,12,2282860000.0,0.6455918510713031
IBOC,2018,12,2275740000.0,0.6452406041447137
NAVI,2018,12,2272680000.0,0.6448893572181243
LEXEB,2018,12,2271420000.0,0.644538110291535
ACHC,2018,12,2269060000.0,0.6441868633649456
NTCT,2018,03,2268940000.0,0.6438356164383562
GEF,2018,10,2267990000.0,0.6434843695117668
GEL,2018,12,2264040000.0,0.6431331225851774
JACK,2018,09,2261120000.0,0.642781875658588
ARLP,2018,12,2257320000.0,0.6424306287319986
SITE,2018,12,2256960000.0,0.6420793818054092
TPX,2018,12,2256260000.0,0.6417281348788199
PTEN,2018,12,2250230000.0,0.6413768879522305
ENV,2018,12,2249070000.0,0.6410256410256411
IDCC,2018,12,2248140000.0,0.6406743940990516
SAFM,2018,10,2247030000.0,0.6403231471724622
CNDT,2018,12,2246030000.0,0.6399719002458728
WCC,2018,12,2241170000.0,0.6396206533192834
NS,2018,12,2240460000.0,0.639269406392694
PENN,2018,12,2238060000.0,0.6389181594661046
ARI,2018,12,2230000000.0,0.6385669125395153
SFNC,2018,12,2227270000.0,0.6382156656129259
FIBK,2018,12,2215890000.0,0.6378644186863365
UFS,2018,12,2209740000.0,0.6375131717597471
PDCO,2018,04,2203080000.0,0.6371619248331577
WTS,2018,12,2200100000.0,0.6368106779065683
RARE,2018,12,2199200000.0,0.6364594309799789
NOVT,2018,12,2199020000.0,0.6361081840533895
SHEN,2018,12,2192970000.0,0.6357569371268001
SSB,2018,12,2189800000.0,0.6354056902002108
TNDM,2018,12,2178310000.0,0.6350544432736214
PRA,2018,12,2175480000.0,0.634703196347032
EAT,2018,06,2175150000.0,0.6343519494204426
EYE,2018,12,2173720000.0,0.6340007024938532
INOV,2018,12,2161250000.0,0.6336494555672638
SBH,2018,09,2151720000.0,0.6332982086406744
QTWO,2018,12,2149230000.0,0.632946961714085
TR,2018,12,2144970000.0,0.6325957147874957
GBT,2018,12,2144140000.0,0.6322444678609063
EPAY,2018,06,2133600000.0,0.6318932209343169
NNI,2018,12,2131620000.0,0.6315419740077274
ADSW,2018,12,2122550000.0,0.631190727081138
CXW,2018,12,2116090000.0,0.6308394801545486
HALO,2018,12,2114880000.0,0.6304882332279592
COUP,2018,01,2104430000.0,0.6301369863013698
WERN,2018,12,2103080000.0,0.6297857393747804
CCOI,2018,12,2100990000.0,0.629434492448191
EVTC,2018,12,2087680000.0,0.6290832455216017
AM,2018,12,2081930000.0,0.6287319985950123
TRNO,2018,12,2079820000.0,0.6283807516684229
MANT,2018,12,2078000000.0,0.6280295047418335
NAVG,2018,12,2069270000.0,0.6276782578152441
CBPO,2018,12,2064860000.0,0.6273270108886547
WLL,2018,12,2064670000.0,0.6269757639620653
MAIN,2018,12,2062200000.0,0.626624517035476
IPAR,2018,12,2054560000.0,0.6262732701088866
EE,2018,12,2039890000.0,0.6259220231822972
ADC,2018,12,2038550000.0,0.6255707762557078
XNCR,2018,12,2033430000.0,0.6252195293291184
TEX,2018,12,2031910000.0,0.624868282402529
ENSG,2018,12,2029460000.0,0.6245170354759396
APPF,2018,12,2028320000.0,0.6241657885493502
ABM,2018,10,2024940000.0,0.6238145416227608
HRTX,2018,12,2023810000.0,0.6234632946961715
GKOS,2018,12,2023700000.0,0.6231120477695821
ACAD,2018,12,2022460000.0,0.6227608008429927
CRTO,2018,12,2021950000.0,0.6224095539164032
AQUA,2018,09,2021560000.0,0.6220583069898138
CSFL,2018,12,2012580000.0,0.6217070600632244
XLRN,2018,12,2011590000.0,0.621355813136635
AIN,2018,12,2010250000.0,0.6210045662100456
PQG,2018,12,2008100000.0,0.6206533192834562
FELE,2018,12,2004470000.0,0.6203020723568669
WSBC,2018,12,2003210000.0,0.6199508254302775
BEAT,2018,12,1988840000.0,0.6195995785036881
CEQP,2018,12,1987760000.0,0.6192483315770987
PCH,2018,12,1985550000.0,0.6188970846505093
SWN,2018,12,1982160000.0,0.6185458377239199
BRC,2018,07,1979030000.0,0.6181945907973305
TVPT,2018,12,1974880000.0,0.6178433438707411
DAN,2018,12,1971750000.0,0.6174920969441517
CUB,2018,09,1970080000.0,0.6171408500175624
OTTR,2018,12,1968960000.0,0.616789603090973
MYOK,2018,12,1967630000.0,0.6164383561643836
PDCE,2018,12,1966550000.0,0.6160871092377942
DNLI,2018,12,1961810000.0,0.6157358623112048
PEB,2018,12,1954520000.0,0.6153846153846154
BID,2018,12,1947950000.0,0.615033368458026
MIME,2018,03,1946510000.0,0.6146821215314366
HOME,2018,01,1944990000.0,0.6143308746048473
JAG,2018,12,1944260000.0,0.6139796276782579
LXP,2018,12,1939810000.0,0.6136283807516684
ALTR,2018,12,1939660000.0,0.613277133825079
SEAS,2018,12,1939090000.0,0.6129258868984896
AKR,2018,12,1937710000.0,0.6125746399719002
TSE,2018,12,1937440000.0,0.6122233930453108
INDB,2018,12,1937150000.0,0.6118721461187214
XHR,2018,12,1936020000.0,0.611520899192132
MC,2018,12,1933320000.0,0.6111696522655427
PLT,2018,03,1932940000.0,0.6108184053389533
ARNA,2018,12,1924380000.0,0.6104671584123639
COT,2018,12,1920700000.0,0.6101159114857745
CHK,2018,12,1918790000.0,0.6097646645591851
TRMK,2018,12,1907340000.0,0.6094134176325957
